order,prefecture,city,kana_prefecture,kana_municipality
082252,茨城県,常陸大宮市,イバラキケン,ヒタチオオミヤシ
082261,茨城県,那珂市,イバラキケン,ナカシ
082279,茨城県,筑西市,イバラキケン,チクセイシ
082287,茨城県,坂東市,イバラキケン,バンドウシ
082295,茨城県,稲敷市,イバラキケン,イナシキシ
082309,茨城県,かすみがうら市,イバラキケン,カスミガウラシ
082317,茨城県,桜川市,イバラキケン,サクラガワシ
082325,茨城県,神栖市,イバラキケン,カミスシ
082333,茨城県,行方市,イバラキケン,ナメガタシ
082341,茨城県,鉾田市,イバラキケン,ホコタシ
082350,茨城県,つくばみらい市,イバラキケン,ツクバミライシ
082368,茨城県,小美玉市,イバラキケン,オミタマシ
083020,茨城県,茨城町,イバラキケン,イバラキマチ
083097,茨城県,大洗町,イバラキケン,オオアライマチ
083101,茨城県,城里町,イバラキケン,シロサトマチ
083411,茨城県,東海村,イバラキケン,トウカイムラ
083640,茨城県,大子町,イバラキケン,ダイゴマチ
084425,茨城県,美浦村,イバラキケン,ミホムラ
084433,茨城県,阿見町,イバラキケン,アミマチ
084476,茨城県,河内町,イバラキケン,カワチマチ
085219,茨城県,八千代町,イバラキケン,ヤチヨマチ
085421,茨城県,五霞町,イバラキケン,ゴカマチ
085464,茨城県,境町,イバラキケン,サカイマチ
085642,茨城県,利根町,イバラキケン,トネマチ
090000,栃木県,,トチギケン,
092011,栃木県,宇都宮市,トチギケン,ウツノミヤシ
092029,栃木県,足利市,トチギケン,アシカガシ
092037,栃木県,栃木市,トチギケン,トチギシ
092045,栃木県,佐野市,トチギケン,サノシ
092053,栃木県,鹿沼市,トチギケン,カヌマシ
092061,栃木県,日光市,トチギケン,ニッコウシ
092088,栃木県,小山市,トチギケン,オヤマシ
092096,栃木県,真岡市,トチギケン,モオカシ
092100,栃木県,大田原市,トチギケン,オオタワラシ
092118,栃木県,矢板市,トチギケン,ヤイタシ
092134,栃木県,那須塩原市,トチギケン,ナスシオバラシ
092142,栃木県,さくら市,トチギケン,サクラシ
092151,栃木県,那須烏山市,トチギケン,ナスカラスヤマシ
092169,栃木県,下野市,トチギケン,シモツケシ
093017,栃木県,上三川町,トチギケン,カミノカワマチ
093424,栃木県,益子町,トチギケン,マシコマチ
093432,栃木県,茂木町,トチギケン,モテギマチ
093441,栃木県,市貝町,トチギケン,イチカイマチ
093459,栃木県,芳賀町,トチギケン,ハガマチ
093611,栃木県,壬生町,トチギケン,ミブマチ
093645,栃木県,野木町,トチギケン,ノギマチ
093840,栃木県,塩谷町,トチギケン,シオヤマチ
093866,栃木県,高根沢町,トチギケン,タカネザワマチ
094072,栃木県,那須町,トチギケン,ナスマチ
094111,栃木県,那珂川町,トチギケン,ナカガワマチ
100005,群馬県,,グンマケン,
102016,群馬県,前橋市,グンマケン,マエバシシ
102024,群馬県,高崎市,グンマケン,タカサキシ
102032,群馬県,桐生市,グンマケン,キリュウシ
102041,群馬県,伊勢崎市,グンマケン,イセサキシ
102059,群馬県,太田市,グンマケン,オオタシ
102067,群馬県,沼田市,グンマケン,ヌマタシ
102075,群馬県,館林市,グンマケン,タテバヤシシ
102083,群馬県,渋川市,グンマケン,シブカワシ
102091,群馬県,藤岡市,グンマケン,フジオカシ
102105,群馬県,富岡市,グンマケン,トミオカシ
102113,群馬県,安中市,グンマケン,アンナカシ
102121,群馬県,みどり市,グンマケン,ミドリシ
103446,群馬県,榛東村,グンマケン,シントウムラ
103454,群馬県,吉岡町,グンマケン,ヨシオカマチ
103667,群馬県,上野村,グンマケン,ウエノムラ
103675,群馬県,神流町,グンマケン,カンナマチ
103829,群馬県,下仁田町,グンマケン,シモニタマチ
103837,群馬県,南牧村,グンマケン,ナンモクムラ
103845,群馬県,甘楽町,グンマケン,カンラマチ
104213,群馬県,中之条町,グンマケン,ナカノジヨウマチ
104248,群馬県,長野原町,グンマケン,ナガノハラマチ
104256,群馬県,嬬恋村,グンマケン,ツマゴイムラ
104264,群馬県,草津町,グンマケン,クサツマチ
104281,群馬県,高山村,グンマケン,タカヤマムラ
104299,群馬県,東吾妻町,グンマケン,ヒガシアガツママチ
104434,群馬県,片品村,グンマケン,カタシナムラ
104442,群馬県,川場村,グンマケン,カワバムラ
104485,群馬県,昭和村,グンマケン,ショウワムラ
104493,群馬県,みなかみ町,グンマケン,ミナカミマチ
104647,群馬県,玉村町,グンマケン,タマムラマチ
105210,群馬県,板倉町,グンマケン,イタクラマチ
105228,群馬県,明和町,グンマケン,メイワマチ
105236,群馬県,千代田町,グンマケン,チヨダマチ
105244,群馬県,大泉町,グンマケン,オオイズミマチ
105252,群馬県,邑楽町,グンマケン,オウラマチ
110001,埼玉県,,サイタマケン,
111007,埼玉県,さいたま市,サイタマケン,サイタマシ
112011,埼玉県,川越市,サイタマケン,カワゴエシ
112020,埼玉県,熊谷市,サイタマケン,クマガヤシ
112038,埼玉県,川口市,サイタマケン,カワグチシ
112062,埼玉県,行田市,サイタマケン,ギヨウダシ
112071,埼玉県,秩父市,サイタマケン,チチブシ
112089,埼玉県,所沢市,サイタマケン,トコロザワシ
112097,埼玉県,飯能市,サイタマケン,ハンノウシ
112101,埼玉県,加須市,サイタマケン,カゾシ
112119,埼玉県,本庄市,サイタマケン,ホンジヨウシ
112127,埼玉県,東松山市,サイタマケン,ヒガシマツヤマシ
112143,埼玉県,春日部市,サイタマケン,カスカベシ
112151,埼玉県,狭山市,サイタマケン,サヤマシ
112160,埼玉県,羽生市,サイタマケン,ハニユウシ
112178,埼玉県,鴻巣市,サイタマケン,コウノスシ
112186,埼玉県,深谷市,サイタマケン,フカヤシ
112194,埼玉県,上尾市,サイタマケン,アゲオシ
112216,埼玉県,草加市,サイタマケン,ソウカシ
112224,埼玉県,越谷市,サイタマケン,コシガヤシ
112232,埼玉県,蕨市,サイタマケン,ワラビシ
112241,埼玉県,戸田市,サイタマケン,トダシ
112259,埼玉県,入間市,サイタマケン,イルマシ
112275,埼玉県,朝霞市,サイタマケン,アサカシ
112283,埼玉県,志木市,サイタマケン,シキシ
112291,埼玉県,和光市,サイタマケン,ワコウシ
112305,埼玉県,新座市,サイタマケン,ニイザシ
112313,埼玉県,桶川市,サイタマケン,オケガワシ
112321,埼玉県,久喜市,サイタマケン,クキシ
112330,埼玉県,北本市,サイタマケン,キタモトシ
112348,埼玉県,八潮市,サイタマケン,ヤシオシ
112356,埼玉県,富士見市,サイタマケン,フジミシ
112372,埼玉県,三郷市,サイタマケン,ミサトシ
112381,埼玉県,蓮田市,サイタマケン,ハスダシ
112399,埼玉県,坂戸市,サイタマケン,サカドシ
112402,埼玉県,幸手市,サイタマケン,サッテシ
112411,埼玉県,鶴ヶ島市,サイタマケン,ツルガシマシ
112429,埼玉県,日高市,サイタマケン,ヒダカシ
112437,埼玉県,吉川市,サイタマケン,ヨシカワシ
112453,埼玉県,ふじみ野市,サイタマケン,フジミノシ
112461,埼玉県,白岡市,サイタマケン,シラオカシ
113018,埼玉県,伊奈町,サイタマケン,イナマチ
113247,埼玉県,三芳町,サイタマケン,ミヨシマチ
113263,埼玉県,毛呂山町,サイタマケン,モロヤママチ
113271,埼玉県,越生町,サイタマケン,オゴセマチ
113417,埼玉県,滑川町,サイタマケン,ナメガワマチ
113425,埼玉県,嵐山町,サイタマケン,ランザンマチ
113433,埼玉県,小川町,サイタマケン,オガワマチ
113468,埼玉県,川島町,サイタマケン,カワジママチ
113476,埼玉県,吉見町,サイタマケン,ヨシミマチ
113484,埼玉県,鳩山町,サイタマケン,ハトヤママチ
113492,埼玉県,ときがわ町,サイタマケン,トキガワマチ
113611,埼玉県,横瀬町,サイタマケン,ヨコゼマチ
113620,埼玉県,皆野町,サイタマケン,ミナノマチ
113638,埼玉県,長瀞町,サイタマケン,ナガトロマチ
113654,埼玉県,小鹿野町,サイタマケン,オガノマチ
113697,埼玉県,東秩父村,サイタマケン,ヒガシチチブムラ
113816,埼玉県,美里町,サイタマケン,ミサトマチ
113832,埼玉県,神川町,サイタマケン,カミカワマチ
113859,埼玉県,上里町,サイタマケン,カミサトマチ
114081,埼玉県,寄居町,サイタマケン,ヨリイマチ
114421,埼玉県,宮代町,サイタマケン,ミヤシロマチ
114642,埼玉県,杉戸町,サイタマケン,スギトマチ
114651,埼玉県,松伏町,サイタマケン,マツブシマチ
120006,千葉県,,チバケン,
121002,千葉県,千葉市,チバケン,チバシ
122025,千葉県,銚子市,チバケン,チョウシシ
122033,千葉県,市川市,チバケン,イチカワシ
122041,千葉県,船橋市,チバケン,フナバシシ
122050,千葉県,館山市,チバケン,タテヤマシ
122068,千葉県,木更津市,チバケン,キサラヅシ
122076,千葉県,松戸市,チバケン,マツドシ
122084,千葉県,野田市,チバケン,ノダシ
122106,千葉県,茂原市,チバケン,モバラシ
122114,千葉県,成田市,チバケン,ナリタシ
122122,千葉県,佐倉市,チバケン,サクラシ
122131,千葉県,東金市,チバケン,トウガネシ
122157,千葉県,旭市,チバケン,アサヒシ
122165,千葉県,習志野市,チバケン,ナラシノシ
122173,千葉県,柏市,チバケン,カシワシ
122181,千葉県,勝浦市,チバケン,カツウラシ
122190,千葉県,市原市,チバケン,イチハラシ
122203,千葉県,流山市,チバケン,ナガレヤマシ
122211,千葉県,八千代市,チバケン,ヤチヨシ
122220,千葉県,我孫子市,チバケン,アビコシ
122238,千葉県,鴨川市,チバケン,カモガワシ
122246,千葉県,鎌ケ谷市,チバケン,カマガヤシ
122254,千葉県,君津市,チバケン,キミツシ
122262,千葉県,富津市,チバケン,フッツシ
122271,千葉県,浦安市,チバケン,ウラヤスシ
122289,千葉県,四街道市,チバケン,ヨツカイドウシ
122297,千葉県,袖ケ浦市,チバケン,ソデガウラシ
122301,千葉県,八街市,チバケン,ヤチマタシ
122319,千葉県,印西市,チバケン,インザイシ
122327,千葉県,白井市,チバケン,シロイシ
122335,千葉県,富里市,チバケン,トミサトシ
122343,千葉県,南房総市,チバケン,ミナミボウソウシ
122351,千葉県,匝瑳市,チバケン,ソウサシ
122360,千葉県,香取市,チバケン,カトリシ
122378,千葉県,山武市,チバケン,サンムシ
122386,千葉県,いすみ市,チバケン,イスミシ
122394,千葉県,大網白里市,チバケン,オオアミシラサトシ
123226,千葉県,酒々井町,チバケン,シスイマチ
123293,千葉県,栄町,チバケン,サカエマチ
123421,千葉県,神崎町,チバケン,コウザキマチ
123471,千葉県,多古町,チバケン,タコマチ
123498,千葉県,東庄町,チバケン,トウノショウマチ
124036,千葉県,九十九里町,チバケン,クジユウクリマチ
124095,千葉県,芝山町,チバケン,シバヤママチ
124109,千葉県,横芝光町,チバケン,ヨコシバヒカリマチ
124214,千葉県,一宮町,チバケン,イチノミヤマチ
124222,千葉県,睦沢町,チバケン,ムツザワマチ
124231,千葉県,長生村,チバケン,チョウセイムラ
124249,千葉県,白子町,チバケン,シラコマチ
124265,千葉県,長柄町,チバケン,ナガラマチ
124273,千葉県,長南町,チバケン,チョウナンマチ
124419,千葉県,大多喜町,チバケン,オオタキマチ
124435,千葉県,御宿町,チバケン,オンジユクマチ
124630,千葉県,鋸南町,チバケン,キヨナンマチ
130001,東京都,,トウキョウト,
131016,東京都,千代田区,トウキョウト,チヨダク
131024,東京都,中央区,トウキョウト,チュウオウク
131032,東京都,港区,トウキョウト,ミナトク
131041,東京都,新宿区,トウキョウト,シンジュクク
131059,東京都,文京区,トウキョウト,ブンキョウク
131067,東京都,台東区,トウキョウト,タイトウク
131075,東京都,墨田区,トウキョウト,スミダク
131083,東京都,江東区,トウキョウト,コウトウク
131091,東京都,品川区,トウキョウト,シナガワク
131105,東京都,目黒区,トウキョウト,メグロク
131113,東京都,大田区,トウキョウト,オオタク
131121,東京都,世田谷区,トウキョウト,セタガヤク
131130,東京都,渋谷区,トウキョウト,シブヤク
131148,東京都,中野区,トウキョウト,ナカノク
131156,東京都,杉並区,トウキョウト,スギナミク
131164,東京都,豊島区,トウキョウト,トシマク
131172,東京都,北区,トウキョウト,キタク
131181,東京都,荒川区,トウキョウト,アラカワク
131199,東京都,板橋区,トウキョウト,イタバシク
131202,東京都,練馬区,トウキョウト,ネリマク
131211,東京都,足立区,トウキョウト,アダチク
131229,東京都,葛飾区,トウキョウト,カツシカク
131237,東京都,江戸川区,トウキョウト,エドガワク
132012,東京都,八王子市,トウキョウト,ハチオウジシ
132021,東京都,立川市,トウキョウト,タチカワシ
132039,東京都,武蔵野市,トウキョウト,ムサシノシ
132047,東京都,三鷹市,トウキョウト,ミタカシ
132055,東京都,青梅市,トウキョウト,オウメシ
132063,東京都,府中市,トウキョウト,フチュウシ
132071,東京都,昭島市,トウキョウト,アキシマシ
132080,東京都,調布市,トウキョウト,チョウフシ
132098,東京都,町田市,トウキョウト,マチダシ
132101,東京都,小金井市,トウキョウト,コガネイシ
132110,東京都,小平市,トウキョウト,コダイラシ
132128,東京都,日野市,トウキョウト,ヒノシ
132136,東京都,東村山市,トウキョウト,ヒガシムラヤマシ
132144,東京都,国分寺市,トウキョウト,コクブンジシ
132152,東京都,国立市,トウキョウト,クニタチシ
132187,東京都,福生市,トウキョウト,フッサシ
132195,東京都,狛江市,トウキョウト,コマエシ
132209,東京都,東大和市,トウキョウト,ヒガシヤマトシ
132217,東京都,清瀬市,トウキョウト,キヨセシ
132225,東京都,東久留米市,トウキョウト,ヒガシクルメシ
132233,東京都,武蔵村山市,トウキョウト,ムサシムラヤマシ
132241,東京都,多摩市,トウキョウト,タマシ
132250,東京都,稲城市,トウキョウト,イナギシ
132276,東京都,羽村市,トウキョウト,ハムラシ
132284,東京都,あきる野市,トウキョウト,アキルノシ
132292,東京都,西東京市,トウキョウト,ニシトウキョウシ
133035,東京都,瑞穂町,トウキョウト,ミズホマチ
133051,東京都,日の出町,トウキョウト,ヒノデマチ
133078,東京都,檜原村,トウキョウト,ヒノハラムラ
133086,東京都,奥多摩町,トウキョウト,オクタママチ
133612,東京都,大島町,トウキョウト,オオシママチ
133621,東京都,利島村,トウキョウト,トシマムラ
133639,東京都,新島村,トウキョウト,ニイジマムラ
133647,東京都,神津島村,トウキョウト,コウヅシマムラ
133817,東京都,三宅村,トウキョウト,ミヤケムラ
133825,東京都,御蔵島村,トウキョウト,ミクラジマムラ
134015,東京都,八丈町,トウキョウト,ハチジョウマチ
134023,東京都,青ヶ島村,トウキョウト,アオガシマムラ
134210,東京都,小笠原村,トウキョウト,オガサワラムラ
140007,神奈川県,,カナガワケン,
141003,神奈川県,横浜市,カナガワケン,ヨコハマシ
141305,神奈川県,川崎市,カナガワケン,カワサキシ
141500,神奈川県,相模原市,カナガワケン,サガミハラシ
142018,神奈川県,横須賀市,カナガワケン,ヨコスカシ
142034,神奈川県,平塚市,カナガワケン,ヒラツカシ
142042,神奈川県,鎌倉市,カナガワケン,カマクラシ
142051,神奈川県,藤沢市,カナガワケン,フジサワシ
142069,神奈川県,小田原市,カナガワケン,オダワラシ
142077,神奈川県,茅ヶ崎市,カナガワケン,チガサキシ
142085,神奈川県,逗子市,カナガワケン,ズシシ
142107,神奈川県,三浦市,カナガワケン,ミウラシ
142115,神奈川県,秦野市,カナガワケン,ハダノシ
142123,神奈川県,厚木市,カナガワケン,アツギシ
142131,神奈川県,大和市,カナガワケン,ヤマトシ
142140,神奈川県,伊勢原市,カナガワケン,イセハラシ
142158,神奈川県,海老名市,カナガワケン,エビナシ
142166,神奈川県,座間市,カナガワケン,ザマシ
142174,神奈川県,南足柄市,カナガワケン,ミナミアシガラシ
142182,神奈川県,綾瀬市,カナガワケン,アヤセシ
143014,神奈川県,葉山町,カナガワケン,ハヤママチ
143219,神奈川県,寒川町,カナガワケン,サムカワマチ
143413,神奈川県,大磯町,カナガワケン,オオイソマチ
143421,神奈川県,二宮町,カナガワケン,ニノミヤマチ
143618,神奈川県,中井町,カナガワケン,ナカイマチ
143626,神奈川県,大井町,カナガワケン,オオイマチ
143634,神奈川県,松田町,カナガワケン,マツダマチ
143642,神奈川県,山北町,カナガワケン,ヤマキタマチ
143669,神奈川県,開成町,カナガワケン,カイセイマチ
143821,神奈川県,箱根町,カナガワケン,ハコネマチ
143839,神奈川県,真鶴町,カナガワケン,マナツルマチ
143847,神奈川県,湯河原町,カナガワケン,ユガワラマチ
144011,神奈川県,愛川町,カナガワケン,アイカワマチ
144029,神奈川県,清川村,カナガワケン,キヨカワムラ
150002,新潟県,,ニイガタケン,
151009,新潟県,新潟市,ニイガタケン,ニイガタシ
152021,新潟県,長岡市,ニイガタケン,ナガオカシ
152048,新潟県,三条市,ニイガタケン,サンジョウシ
152056,新潟県,柏崎市,ニイガタケン,カシワザキシ
152064,新潟県,新発田市,ニイガタケン,シバタシ
152081,新潟県,小千谷市,ニイガタケン,オヂヤシ
152099,新潟県,加茂市,ニイガタケン,カモシ
152102,新潟県,十日町市,ニイガタケン,トオカマチシ
152111,新潟県,見附市,ニイガタケン,ミツケシ
152129,新潟県,村上市,ニイガタケン,ムラカミシ
152137,新潟県,燕市,ニイガタケン,ツバメシ
152161,新潟県,糸魚川市,ニイガタケン,イトイガワシ
152170,新潟県,妙高市,ニイガタケン,ミョウコウシ
152188,新潟県,五泉市,ニイガタケン,ゴセンシ
152226,新潟県,上越市,ニイガタケン,ジョウエツシ
152234,新潟県,阿賀野市,ニイガタケン,アガノシ
152242,新潟県,佐渡市,ニイガタケン,サドシ
152251,新潟県,魚沼市,ニイガタケン,ウオヌマシ
152269,新潟県,南魚沼市,ニイガタケン,ミナミウオヌマシ
152277,新潟県,胎内市,ニイガタケン,タイナイシ
153079,新潟県,聖籠町,ニイガタケン,セイロウマチ
153427,新潟県,弥彦村,ニイガタケン,ヤヒコムラ
153613,新潟県,田上町,ニイガタケン,タガミマチ
153851,新潟県,阿賀町,ニイガタケン,アガマチ
154059,新潟県,出雲崎町,ニイガタケン,イズモザキマチ
154610,新潟県,湯沢町,ニイガタケン,ユザワマチ
154822,新潟県,津南町,ニイガタケン,ツナンマチ
155047,新潟県,刈羽村,ニイガタケン,カリワムラ
155811,新潟県,関川村,ニイガタケン,セキカワムラ
155861,新潟県,粟島浦村,ニイガタケン,アワシマウラムラ
160008,富山県,,トヤマケン,
162019,富山県,富山市,トヤマケン,トヤマシ
162027,富山県,高岡市,トヤマケン,タカオカシ
162043,富山県,魚津市,トヤマケン,ウオヅシ
162051,富山県,氷見市,トヤマケン,ヒミシ
162060,富山県,滑川市,トヤマケン,ナメリカワシ
162078,富山県,黒部市,トヤマケン,クロベシ
162086,富山県,砺波市,トヤマケン,トナミシ
162094,富山県,小矢部市,トヤマケン,オヤベシ
162108,富山県,南砺市,トヤマケン,ナントシ
162116,富山県,射水市,トヤマケン,イミズシ
163210,富山県,舟橋村,トヤマケン,フナハシムラ
163228,富山県,上市町,トヤマケン,カミイチマチ
163236,富山県,立山町,トヤマケン,タテヤママチ
163422,富山県,入善町,トヤマケン,ニュウゼンマチ
163431,富山県,朝日町,トヤマケン,アサヒマチ
170003,石川県,,イシカワケン,
172014,石川県,金沢市,イシカワケン,カナザワシ
172022,石川県,七尾市,イシカワケン,ナナオシ
172031,石川県,小松市,イシカワケン,コマツシ
172049,石川県,輪島市,イシカワケン,ワジマシ
172057,石川県,珠洲市,イシカワケン,スズシ
172065,石川県,加賀市,イシカワケン,カガシ
172073,石川県,羽咋市,イシカワケン,ハクイシ
172090,石川県,かほく市,イシカワケン,カホクシ
172103,石川県,白山市,イシカワケン,ハクサンシ
172111,石川県,能美市,イシカワケン,ノミシ
172120,石川県,野々市市,イシカワケン,ノノイチシ
173240,石川県,川北町,イシカワケン,カワキタマチ
173614,石川県,津幡町,イシカワケン,ツバタマチ
173657,石川県,内灘町,イシカワケン,ウチナダマチ
173843,石川県,志賀町,イシカワケン,シカマチ
173860,石川県,宝達志水町,イシカワケン,ホウダツシミズチョウ
174076,石川県,中能登町,イシカワケン,ナカノトマチ
174611,石川県,穴水町,イシカワケン,アナミズマチ
174637,石川県,能登町,イシカワケン,ノトチョウ
180009,福井県,,フクイケン,
182010,福井県,福井市,フクイケン,フクイシ
182028,福井県,敦賀市,フクイケン,ツルガシ
182044,福井県,小浜市,フクイケン,オバマシ
182052,福井県,大野市,フクイケン,オオノシ
182061,福井県,勝山市,フクイケン,カツヤマシ
182079,福井県,鯖江市,フクイケン,サバエシ
182087,福井県,あわら市,フクイケン,アワラシ
182095,福井県,越前市,フクイケン,エチゼンシ
182109,福井県,坂井市,フクイケン,サカイシ
183229,福井県,永平寺町,フクイケン,エイヘイジチョウ
183822,福井県,池田町,フクイケン,イケダチョウ
184047,福井県,南越前町,フクイケン,ミナミエチゼンチョウ
184233,福井県,越前町,フクイケン,エチゼンチョウ
184420,福井県,美浜町,フクイケン,ミハマチョウ
184811,福井県,高浜町,フクイケン,タカハマチョウ
184837,福井県,おおい町,フクイケン,オオイチョウ
185019,福井県,若狭町,フクイケン,ワカサチョウ
190004,山梨県,,ヤマナシケン,
192015,山梨県,甲府市,ヤマナシケン,コウフシ
192023,山梨県,富士吉田市,ヤマナシケン,フジヨシダシ
192040,山梨県,都留市,ヤマナシケン,ツルシ
192058,山梨県,山梨市,ヤマナシケン,ヤマナシシ
192066,山梨県,大月市,ヤマナシケン,オオツキシ
192074,山梨県,韮崎市,ヤマナシケン,ニラサキシ
192082,山梨県,南アルプス市,ヤマナシケン,ミナミアルプスシ
192091,山梨県,北杜市,ヤマナシケン,ホクトシ
192104,山梨県,甲斐市,ヤマナシケン,カイシ
192112,山梨県,笛吹市,ヤマナシケン,フエフキシ
192121,山梨県,上野原市,ヤマナシケン,ウエノハラシ
192139,山梨県,甲州市,ヤマナシケン,コウシュウシ
192147,山梨県,中央市,ヤマナシケン,チュウオウシ
193461,山梨県,市川三郷町,ヤマナシケン,イチカワミサトチョウ
193640,山梨県,早川町,ヤマナシケン,ハヤカワチョウ
193658,山梨県,身延町,ヤマナシケン,ミノブチョウ
193666,山梨県,南部町,ヤマナシケン,ナンブチョウ
193682,山梨県,富士川町,ヤマナシケン,フジカワチョウ
193844,山梨県,昭和町,ヤマナシケン,ショウワチョウ
194221,山梨県,道志村,ヤマナシケン,ドウシムラ
194239,山梨県,西桂町,ヤマナシケン,ニシカツラチョウ
194247,山梨県,忍野村,ヤマナシケン,オシノムラ
194255,山梨県,山中湖村,ヤマナシケン,ヤマナカコムラ
194298,山梨県,鳴沢村,ヤマナシケン,ナルサワムラ
194301,山梨県,富士河口湖町,ヤマナシケン,フジカワグチコマチ
194425,山梨県,小菅村,ヤマナシケン,コスゲムラ
194433,山梨県,丹波山村,ヤマナシケン,タバヤマムラ
200000,長野県,,ナガノケン,
202011,長野県,長野市,ナガノケン,ナガノシ
202029,長野県,松本市,ナガノケン,マツモトシ
202037,長野県,上田市,ナガノケン,ウエダシ
202045,長野県,岡谷市,ナガノケン,オカヤシ
202053,長野県,飯田市,ナガノケン,イイダシ
202061,長野県,諏訪市,ナガノケン,スワシ
202070,長野県,須坂市,ナガノケン,スザカシ
202088,長野県,小諸市,ナガノケン,コモロシ
202096,長野県,伊那市,ナガノケン,イナシ
202100,長野県,駒ヶ根市,ナガノケン,コマガネシ
202118,長野県,中野市,ナガノケン,ナカノシ
202126,長野県,大町市,ナガノケン,オオマチシ
202134,長野県,飯山市,ナガノケン,イイヤマシ
202142,長野県,茅野市,ナガノケン,チノシ
202151,長野県,塩尻市,ナガノケン,シオジリシ
202177,長野県,佐久市,ナガノケン,サクシ
202185,長野県,千曲市,ナガノケン,チクマシ
202193,長野県,東御市,ナガノケン,トウミシ
202207,長野県,安曇野市,ナガノケン,アヅミノシ
203033,長野県,小海町,ナガノケン,コウミマチ
203041,長野県,川上村,ナガノケン,カワカミムラ
203050,長野県,南牧村,ナガノケン,ミナミマキムラ
203068,長野県,南相木村,ナガノケン,ミナミアイキムラ
203076,長野県,北相木村,ナガノケン,キタアイキムラ
203092,長野県,佐久穂町,ナガノケン,サクホマチ
203211,長野県,軽井沢町,ナガノケン,カルイザワマチ
203238,長野県,御代田町,ナガノケン,ミヨタマチ
203246,長野県,立科町,ナガノケン,タテシナマチ
203491,長野県,青木村,ナガノケン,アオキムラ
203505,長野県,長和町,ナガノケン,ナガワマチ
203611,長野県,下諏訪町,ナガノケン,シモスワマチ
203629,長野県,富士見町,ナガノケン,フジミマチ
203637,長野県,原村,ナガノケン,ハラムラ
203823,長野県,辰野町,ナガノケン,タツノマチ
203831,長野県,箕輪町,ナガノケン,ミノワマチ
203840,長野県,飯島町,ナガノケン,イイジママチ
203858,長野県,南箕輪村,ナガノケン,ミナミミノワムラ
